age,balance,duration,job,marital,education,default,housing,loan,contact
37,4153,35,6,1,1,0,1,0,0
30,985,88,9,2,2,0,1,0,0
28,168,347,7,2,1,0,0,0,0
46,1550,126,7,1,1,0,1,0,0
47,7708,157,4,1,2,0,1,0,0
35,-12,212,1,1,0,0,1,0,2
80,6483,123,4,1,0,0,0,0,1
30,60,306,9,2,2,0,1,1,2
55,3339,63,9,2,1,0,1,0,2
22,1161,119,8,2,2,0,0,1,0
33,599,29,1,2,0,0,1,0,2
53,28,117,2,1,3,0,0,0,0
49,1430,231,4,1,2,0,0,0,0
51,35,123,5,1,1,0,0,1,0
41,6000,265,6,1,2,0,1,0,0
34,0,144,9,1,1,0,1,0,0
36,340,559,1,2,1,0,0,1,2
35,0,74,2,1,2,0,0,0,0
29,3,183,7,1,1,0,1,0,0
40,445,631,9,2,2,0,1,0,0
32,874,1282,4,0,2,0,0,0,0
48,705,108,1,1,1,0,0,0,2
59,1033,1199,5,1,3,0,0,0,2
35,1354,736,6,0,2,0,1,0,2
33,123,264,9,2,2,0,0,0,0
55,8894,262,5,1,0,0,0,0,2
41,429,244,1,1,1,0,1,0,2
42,14752,107,3,1,0,0,0,0,2
46,67,9,1,1,0,0,0,0,2
35,39,149,3,0,1,0,0,0,0
28,102,321,9,2,2,0,0,0,0
25,1790,224,8,2,1,0,0,0,0
56,15311,157,4,2,2,0,0,0,0
30,-635,250,0,2,1,0,0,0,0
45,115,209,1,1,1,0,0,0,0
40,10786,111,4,1,2,0,0,0,2
40,498,55,1,1,1,0,1,0,0
39,1045,290,1,1,1,0,1,1,0
48,810,383,2,1,2,0,0,0,2
31,-162,380,9,2,2,0,1,0,0
32,55,124,4,1,2,0,0,0,0
34,586,224,7,1,1,0,1,1,2
26,455,240,9,2,1,0,0,0,0
31,1010,385,4,1,2,0,1,0,0
37,509,133,4,2,2,0,1,0,0
29,2929,91,8,2,3,0,0,0,0
57,3071,63,9,1,1,0,1,1,0
47,153,192,4,2,2,0,1,0,0
38,1146,91,6,2,1,0,1,0,2
48,1092,79,1,1,0,0,0,1,0
50,3463,96,4,1,2,0,0,1,0
33,1158,25,0,1,1,0,1,0,0
28,26,227,0,2,1,0,1,0,0
30,566,110,7,2,1,0,0,0,0
52,204,134,9,0,1,0,0,0,0
36,480,213,9,1,1,0,0,0,0
36,1855,75,9,2,1,0,1,0,0
46,1034,109,7,1,1,0,0,0,0
57,3250,162,4,1,2,0,0,0,0
28,1633,275,4,2,1,0,0,0,0
46,0,154,7,1,1,0,1,0,0
55,3334,632,5,1,0,0,0,0,0
33,4020,251,4,1,2,0,1,1,0
53,66,141,4,1,1,0,0,1,1
41,-41,154,9,2,1,0,1,1,0
60,322,63,1,1,1,0,1,0,0
35,2643,259,2,1,0,0,0,1,0
43,49,100,1,0,0,0,1,0,2
57,1,17,0,0,0,0,0,0,2
46,3098,192,0,1,1,0,1,0,1
31,352,97,1,1,0,0,1,0,2
53,65,41,9,1,1,0,0,0,0
35,1949,200,1,1,1,0,1,0,2
32,739,91,0,2,1,0,1,0,0
48,1167,264,4,1,2,0,1,1,0
50,231,397,0,1,1,0,1,0,0
40,1136,86,1,1,0,0,1,0,2
42,233,446,2,1,2,0,0,0,0
59,817,304,0,1,1,0,0,0,0
27,1128,88,1,2,0,0,1,0,2
32,1831,86,4,2,2,0,1,0,0
35,450,63,9,2,1,0,1,0,0
28,0,335,7,1,1,0,1,0,0
37,414,293,4,0,1,0,0,0,0
57,1052,227,4,1,0,0,1,0,2
42,1022,146,0,2,1,0,1,0,2
55,343,276,0,1,0,0,1,0,0
52,1944,238,4,1,2,0,1,0,0
26,-32,14,1,2,1,0,1,1,0
52,1781,144,9,1,1,0,1,0,2
26,350,367,4,2,2,0,0,0,0
33,2,132,10,1,1,0,1,0,0
24,111,42,1,2,0,0,1,1,2
37,168,227,4,0,2,0,1,0,2
28,3,40,9,2,1,0,0,0,1
30,102,614,9,2,1,0,1,0,2
33,0,270,1,1,0,0,1,0,2
55,159,15,11,1,0,0,0,0,2
33,1134,304,1,1,1,0,1,0,2
42,352,79,1,1,1,0,1,0,0
37,865,101,4,1,2,0,1,0,0
59,179,55,1,1,0,0,1,0,2
27,5,205,1,2,1,0,1,0,2
23,-230,259,8,1,2,1,1,0,0
51,0,60,4,0,2,0,0,0,0
50,3924,122,1,1,0,0,1,0,0
43,764,557,9,1,1,0,1,0,0
37,511,42,1,0,0,0,1,0,1
34,4348,373,4,2,2,0,1,0,0
41,3016,80,4,1,2,0,1,0,0
26,279,239,8,2,1,0,0,0,0
49,1405,29,4,0,2,0,0,0,2
29,908,1663,1,2,1,0,1,0,2
30,162,186,4,2,2,0,1,0,2
38,792,430,7,0,1,0,0,0,2
58,111,58,4,1,1,0,0,0,1
34,1281,279,8,2,3,0,0,0,0
53,1012,332,7,0,3,0,1,0,0
50,2881,510,4,1,2,0,0,0,0
30,445,218,1,2,1,0,1,0,0
40,643,74,4,1,1,0,1,0,0
57,254,676,3,2,1,0,0,0,0
40,-1212,1259,4,1,2,0,1,0,0
41,2125,285,9,1,1,0,1,1,0
53,629,298,9,0,3,0,1,0,0
48,-202,225,1,1,1,0,1,1,0
32,271,80,9,2,1,0,1,0,0
34,703,342,4,1,2,0,1,0,0
46,-216,404,1,1,1,0,1,0,0
45,88,332,7,0,1,0,0,1,0
51,16,158,0,2,2,0,1,0,0
31,466,164,4,1,1,0,1,0,0
47,-75,57,9,1,1,0,1,0,0
32,456,121,1,1,1,0,0,0,0
41,77,56,9,1,1,0,1,0,0
37,-244,178,7,2,1,0,0,0,2
27,1209,283,1,2,0,0,0,0,0
27,58,113,7,1,1,0,1,0,0
50,421,22,4,1,1,1,0,0,0
31,112,159,4,2,2,0,1,0,0
40,13669,138,6,1,2,0,0,0,0
43,1429,1015,4,1,2,0,1,0,0
39,794,182,9,1,2,0,0,0,1
31,1957,112,2,2,2,0,0,0,0
48,454,114,9,1,1,0,1,0,0
32,882,80,1,2,0,0,0,1,0
47,168,66,10,1,0,0,1,0,1
35,714,135,4,2,2,0,1,0,0
42,0,99,4,2,2,0,0,0,0
47,1996,761,1,1,1,0,0,0,2
59,163,464,5,1,1,0,0,0,0
38,3190,20,0,1,1,0,1,0,2
50,1772,206,10,1,1,0,0,0,0
27,-151,283,7,2,1,0,0,0,0
55,16,64,3,1,0,0,0,0,2
39,7066,667,7,2,1,0,1,0,0
31,454,73,9,2,2,0,0,0,0
37,4798,156,2,1,2,0,1,0,2
28,-298,559,9,2,1,1,1,0,2
42,439,143,9,1,1,0,0,0,0
40,1927,62,7,0,1,0,1,0,2
59,671,219,4,2,1,0,1,1,0
40,65,15,7,2,1,0,1,0,0
43,-932,567,9,1,1,0,1,0,0
38,4366,188,9,2,1,0,1,0,0
54,0,159,5,1,0,0,1,0,0
41,4900,121,1,1,1,0,1,0,1
55,976,345,3,0,0,0,0,0,0
33,148,717,4,1,2,0,0,0,2
46,5,71,1,1,1,0,0,0,0
36,-148,144,4,1,1,0,0,0,0
48,113,38,9,0,2,0,0,1,0
42,-105,60,4,1,1,0,1,0,0
46,624,336,4,0,2,0,0,0,0
49,-1680,92,9,1,1,1,1,1,2
36,-461,254,1,1,1,0,0,0,0
34,144,104,9,2,2,0,1,1,0
51,4,74,2,0,2,0,1,1,0
58,309,156,1,1,0,0,0,0,0
48,866,146,4,1,2,0,0,0,0
41,1020,882,0,2,1,0,1,0,2
49,489,84,6,1,0,0,1,0,2
43,8167,114,4,1,0,0,1,0,2
32,-255,957,1,2,1,0,0,1,2
54,3671,67,5,1,1,0,0,0,2
33,636,211,1,0,0,0,1,0,0
35,141,299,9,1,1,0,1,0,0
56,150,102,9,1,1,0,1,1,0
57,839,225,9,1,1,0,0,1,2
31,26965,654,3,2,0,0,0,0,0
33,716,234,9,2,1,0,1,0,0
29,2485,48,9,2,2,0,0,0,1
38,15030,167,4,2,2,0,1,0,0
37,11303,500,0,1,1,0,0,0,0
33,595,22,2,1,2,0,0,0,0
30,19358,258,4,2,2,0,0,0,0
31,203,177,6,2,1,0,0,1,0
28,183,62,9,2,2,0,1,1,2
26,255,457,0,2,1,0,0,0,0
31,102,460,9,2,1,0,1,0,1
50,94,184,3,0,0,0,1,0,0
45,58,119,2,1,0,0,1,0,1
48,606,77,4,1,0,0,0,0,0
41,0,107,9,1,1,0,0,1,0
60,65,1028,9,1,0,0,1,0,2
41,338,87,1,1,1,0,1,0,2
43,757,315,1,1,0,0,1,0,2
36,9269,107,4,1,2,0,1,1,0
40,1206,201,1,1,0,0,0,1,1
28,882,94,4,2,2,0,0,1,0
27,5291,192,8,2,2,0,0,0,0
49,61,185,4,2,1,0,1,0,0
37,0,77,9,1,2,0,1,0,0
31,1407,142,1,1,1,0,1,0,0
31,25,381,9,2,1,1,0,0,0
31,1354,222,1,1,1,0,1,1,0
35,793,106,1,1,0,0,1,0,0
51,10287,117,1,0,3,0,1,0,2
33,5235,67,9,2,1,0,0,0,0
30,3,45,9,2,2,0,1,0,0
58,409,643,9,2,1,0,0,1,0
34,35,76,0,1,2,0,1,0,0
45,-459,508,4,1,2,0,0,0,0
28,198,128,7,2,1,0,0,0,0
31,99,193,1,1,0,0,1,0,0
40,60,172,4,1,2,0,0,0,2
30,3485,142,7,2,1,0,0,0,0
34,-139,492,2,1,1,0,1,1,2
40,952,140,1,1,1,0,0,1,2
59,1427,140,5,1,0,0,0,0,2
43,1017,257,9,2,2,0,1,0,2
41,-29,41,4,1,2,0,0,0,0
33,9,91,9,0,1,0,0,0,0
33,4040,132,4,1,1,0,1,0,0
36,13,284,1,1,1,0,0,0,2
32,1259,184,6,2,1,0,0,0,0
25,18,225,0,1,1,0,1,0,0
25,-76,241,1,1,1,0,1,0,2
38,221,79,9,2,2,0,0,0,0
34,136,156,4,1,2,0,1,0,0
67,16353,223,1,1,1,0,0,0,0
32,-63,198,1,1,1,0,1,0,2
45,7353,536,3,1,0,0,0,0,0
33,511,304,1,1,0,0,1,0,2
38,3913,196,0,1,0,0,1,0,0
32,1097,298,9,0,1,0,1,0,2
54,6102,86,5,0,2,0,1,1,2
51,340,186,0,0,1,0,1,0,2
42,-119,167,1,1,0,0,1,0,0
41,2993,24,0,1,1,0,1,0,0
39,3575,74,4,0,2,0,0,1,0
38,361,601,1,1,1,0,1,0,2
39,1072,1168,4,1,1,0,1,0,2
46,2904,277,1,1,0,0,0,0,0
50,1790,748,2,0,2,0,0,1,0
33,86,364,1,1,1,0,1,0,2
37,1633,229,9,1,1,0,1,0,2
31,8312,43,4,1,2,0,0,0,0
34,172,177,1,0,3,0,0,0,0
34,0,262,4,1,2,0,1,0,0
36,222,317,4,1,2,0,1,0,0
40,109,402,9,1,1,0,0,0,2
40,1451,314,1,1,1,0,0,0,0
41,1066,109,9,1,1,0,0,0,0
52,3163,56,4,1,2,0,0,0,0
40,888,169,7,2,1,0,1,0,2
48,428,127,1,2,3,0,1,0,0
33,106,175,4,0,1,0,0,0,0
44,0,56,9,0,1,0,0,0,0
55,979,123,4,1,2,0,0,1,0
51,2662,148,0,1,1,0,0,0,1
34,84,231,4,2,2,0,0,0,0
58,5920,255,5,0,3,0,1,0,0
39,816,37,4,2,2,0,1,0,0
27,3276,106,10,2,1,0,0,0,0
55,2,95,4,0,3,0,1,0,2
35,-51,134,9,2,1,0,0,0,2
37,3315,820,9,2,2,0,1,0,0
52,196,116,9,1,1,0,1,1,0
41,552,463,1,1,1,0,1,0,0
52,2347,603,0,1,1,0,0,1,0
34,3723,47,1,2,1,0,1,0,2
53,255,126,4,0,0,0,0,0,0
33,3143,421,4,2,2,0,0,0,0
47,0,174,6,1,1,0,0,0,2
35,6411,144,1,1,1,0,1,1,0
33,1909,191,4,2,2,0,0,0,0
55,3873,222,1,1,0,0,0,0,1
58,1013,206,6,1,0,0,1,0,0
44,262,74,0,1,1,0,1,0,0
25,3217,24,7,2,1,0,1,0,2
37,5436,7,9,2,1,0,1,0,0
41,2067,493,1,1,0,0,1,0,0
34,215,350,1,2,1,0,0,0,0
36,1594,250,7,0,1,0,0,0,2
44,134,86,6,1,2,0,0,0,0
34,262,371,2,0,2,0,0,0,0
56,3021,419,1,0,0,0,0,0,2
43,388,2087,4,0,2,0,1,0,2
28,3412,22,1,2,1,0,1,0,0
54,1291,266,1,1,1,0,1,0,2
37,79,191,9,0,1,0,0,0,0
59,2013,222,6,1,2,0,0,0,0
58,543,264,1,0,1,0,0,1,1
56,1016,184,4,0,2,0,1,0,2
32,604,95,1,2,1,0,0,1,0
42,525,127,4,2,2,0,0,0,0
52,353,395,5,0,0,0,0,0,0
46,964,174,4,1,2,0,1,0,0
37,3913,124,0,1,2,0,1,0,0
39,879,102,1,1,0,0,1,0,2
31,314,279,0,1,1,0,1,0,0
59,0,76,3,1,0,0,0,0,0
38,1370,472,1,1,1,0,1,0,0
58,37,84,4,1,1,0,0,0,0
34,673,271,4,2,2,0,1,1,0
40,-342,754,7,1,1,0,1,0,2
20,291,172,8,2,1,0,0,0,1
34,209,375,9,1,1,0,1,1,0
31,438,130,9,2,2,0,1,0,0
39,1242,303,0,2,1,0,1,0,2
34,355,261,2,1,2,0,1,0,2
24,204,229,1,1,1,0,1,1,0
41,10758,288,4,1,2,0,1,0,0
40,5,219,4,1,2,0,1,0,0
45,410,891,9,2,1,0,1,0,2
36,605,204,4,1,2,0,1,0,2
53,4,19,4,1,2,0,0,0,2
23,8494,158,8,2,1,0,0,0,0
42,198,314,2,1,0,0,1,0,2
48,841,215,1,1,1,0,1,0,2
34,8,169,4,1,2,0,0,0,0
36,470,101,0,1,1,0,1,0,0
43,520,15,5,1,1,0,1,0,2
36,439,260,1,1,1,0,1,0,2
49,-454,558,1,1,1,0,1,0,0
55,466,287,5,1,1,0,0,0,2
53,665,371,5,1,1,0,1,0,0
42,994,149,9,1,1,0,1,0,0
45,5346,187,0,1,1,0,1,1,2
31,1243,32,1,1,1,0,1,0,2
32,0,138,0,1,2,0,1,0,2
36,2357,228,1,1,1,0,1,0,2
56,1044,353,5,1,1,0,0,0,1
46,1069,45,0,1,1,0,1,0,2
41,231,76,3,2,1,0,0,0,0
31,0,144,0,1,1,0,1,1,2
32,266,168,9,1,1,0,1,0,0
38,-70,140,4,1,2,0,1,0,0
49,25824,94,5,2,0,0,0,0,2
46,538,118,4,2,0,0,0,0,2
29,534,382,9,2,1,0,1,0,0
36,2323,111,0,1,3,0,0,0,0
38,1852,298,0,1,1,0,1,0,0
53,2647,121,9,1,1,0,1,0,2
43,2767,317,4,1,2,0,1,0,2
41,176,42,4,1,2,0,1,1,2
42,9720,81,4,2,1,0,0,0,0
55,1613,296,1,0,1,0,1,0,0
39,2903,259,0,0,1,0,1,1,1
30,81,121,0,2,1,0,1,0,0
41,780,432,1,1,1,0,1,0,0
44,178,126,10,1,2,0,0,0,0
58,299,120,4,1,2,0,0,0,0
35,285,136,5,1,0,0,1,0,0
27,872,1130,1,1,1,0,1,0,0
34,1337,330,7,1,1,0,0,0,0
25,72,305,7,1,1,0,1,0,0
36,0,332,1,1,1,0,0,0,2
38,-388,412,1,1,1,0,1,0,2
30,11,157,0,1,1,0,1,0,0
47,-535,71,1,0,1,1,1,0,0
41,787,297,7,0,1,0,1,0,0
36,3343,307,4,2,2,0,0,0,0
63,3904,250,2,1,1,0,0,0,1
23,736,119,4,2,2,0,1,0,0
32,1390,116,4,1,2,0,0,0,0
57,808,274,5,1,0,0,0,0,1
48,1147,389,4,1,2,0,0,0,0
49,1122,143,7,1,1,0,0,0,0
50,-568,860,9,1,1,0,1,1,2
33,1165,420,1,1,0,0,1,0,2
53,-905,213,7,0,1,0,1,0,2
30,0,756,10,1,2,0,1,0,0
38,740,259,9,1,1,0,0,0,0
44,8262,201,4,1,1,0,1,0,0
39,14,19,0,2,1,0,1,1,2
45,7108,53,9,2,3,0,1,1,0
36,1049,224,1,1,1,0,1,0,0
38,0,57,1,1,1,0,1,0,0
36,419,251,3,1,1,0,1,0,2
30,726,39,4,2,2,0,1,0,0
28,594,54,9,0,2,0,1,1,2
26,454,28,10,1,2,0,1,1,2
54,2206,104,11,1,1,0,0,0,0
38,1988,164,0,1,2,0,0,0,0
32,0,268,9,2,2,0,0,0,0
50,202,148,0,0,1,0,0,1,0
43,667,228,1,1,1,0,1,0,2
48,112,139,0,1,1,0,0,0,0
57,50,89,3,1,0,0,0,0,0
64,768,250,3,1,0,0,0,0,0
26,74,106,7,0,1,0,1,0,2
33,661,968,1,1,1,0,1,0,0
50,3025,168,6,1,1,0,0,1,0
47,751,408,6,1,2,0,0,0,0
39,416,56,4,2,2,0,0,0,0
52,14,55,7,1,0,0,0,1,0
31,-502,76,1,2,0,0,1,0,2
50,0,72,1,1,0,0,0,0,0
47,599,99,9,1,1,0,1,0,0
30,-218,13,4,2,2,0,1,0,0
32,1012,178,9,2,2,0,0,0,0
36,300,287,9,1,1,0,0,0,2
46,217,141,9,1,2,0,1,0,0
45,2096,127,4,0,2,0,0,0,0
37,0,69,9,2,1,0,0,0,0
58,5278,763,3,1,0,0,1,0,2
59,1831,122,4,1,2,0,0,0,0
28,1480,143,4,1,2,0,1,0,0
48,7289,316,4,1,2,0,1,0,0
55,1665,89,1,1,3,0,0,0,1
37,851,151,1,2,0,0,1,0,0
41,2885,40,4,1,2,0,0,0,0
35,137,5,1,1,1,0,0,1,2
34,1239,90,1,2,1,0,1,0,0
43,146,50,4,2,2,0,0,0,0
59,1,159,9,1,1,0,0,0,0
50,-10,369,1,0,0,0,0,1,0
37,480,344,9,1,1,0,0,0,0
35,2789,256,9,1,1,0,1,0,0
50,3897,298,9,2,1,0,0,0,0
36,487,268,9,0,1,0,0,1,0
41,5110,231,0,1,1,0,1,0,0
28,318,4,4,1,2,0,1,0,2
42,-411,78,9,2,2,0,1,0,0
60,4820,419,5,1,1,0,0,0,2
28,4937,421,4,2,2,0,1,0,1
48,725,105,2,1,1,0,0,1,0
51,5403,42,2,1,2,0,0,0,2
32,4089,114,9,1,2,0,0,0,0
35,188,286,9,1,2,0,0,0,0
37,189,238,9,1,3,0,0,0,0
38,2998,91,1,0,1,0,1,0,2
77,610,766,5,1,1,0,0,0,0
32,787,92,4,2,3,0,0,0,0
43,167,211,9,0,1,0,0,0,0
36,243,160,4,2,2,0,1,0,0
29,877,166,4,1,2,0,0,0,0
32,2817,195,0,2,1,0,1,0,0
41,4567,106,4,0,2,0,1,1,0
26,127,85,7,2,1,0,1,1,0
34,176,78,1,1,0,0,0,0,0
57,0,648,5,1,2,0,1,1,2
36,1482,177,7,2,1,0,1,0,0
42,3052,32,1,1,1,0,1,0,2
35,56,24,9,0,1,0,0,0,0
52,278,688,2,0,0,0,1,0,2
36,3875,21,4,2,2,0,1,0,2
46,-337,112,9,1,1,0,1,0,2
60,366,593,4,0,2,0,0,0,0
57,501,59,3,1,0,0,1,1,0
48,998,121,4,1,2,0,1,0,0
59,0,97,6,1,0,0,1,0,1
39,246,86,4,1,2,0,0,0,0
44,-182,10,1,1,1,0,1,1,0
27,446,205,4,2,2,0,0,0,0
59,1173,77,5,1,1,0,0,0,2
36,5957,138,9,0,1,0,1,0,0
44,205,289,0,1,1,0,0,0,0
50,0,86,0,1,1,0,0,0,0
41,369,9,4,0,2,0,1,0,1
47,1934,225,0,1,1,0,0,1,0
32,259,407,9,2,2,0,0,0,0
38,284,1030,1,1,1,0,1,1,2
55,23,123,1,1,3,0,0,0,0
38,1373,119,4,2,2,0,0,0,0
31,62,175,4,2,2,0,1,0,0
38,157,299,1,0,1,0,0,0,2
29,991,563,10,2,2,0,0,0,0
55,186,241,7,1,1,0,1,1,2
35,977,52,10,1,1,0,1,0,0
40,2893,76,6,2,2,0,0,0,0
34,1897,441,1,1,1,0,1,1,0
32,5514,319,9,2,2,0,0,0,0
33,889,13,1,1,1,0,1,0,2
33,273,803,4,1,2,0,1,0,2
37,1193,396,0,1,1,0,0,0,0
58,2729,188,4,1,2,0,0,0,2
36,0,637,0,2,1,0,0,0,0
42,230,175,1,1,1,0,1,0,2
34,2729,945,9,2,1,0,1,0,0
35,317,162,4,1,2,0,1,0,2
60,517,1178,3,1,0,0,0,0,2
50,-470,506,4,1,2,0,1,0,0
28,4579,409,6,2,2,0,0,0,0
27,1,116,1,0,1,0,1,0,0
37,5106,244,4,1,2,0,0,0,0
31,636,352,9,1,2,0,1,0,0
34,1076,152,7,1,1,0,0,0,0
38,126,164,4,1,2,0,1,0,2
32,-33,234,6,1,1,0,1,0,2
37,430,154,9,1,1,0,0,0,0
33,-6,566,0,1,1,0,1,0,2
71,383,327,9,1,2,0,0,0,0
27,130,265,9,1,1,0,1,0,0
38,2569,172,1,1,0,0,0,0,2
34,201,257,9,2,1,0,0,0,0
54,0,618,5,0,2,0,0,0,2
30,6,241,1,1,1,0,1,0,0
35,475,936,2,2,1,0,0,1,0
33,706,329,1,2,1,0,1,0,0
36,1825,24,4,1,1,0,1,0,0
59,185,177,6,1,2,0,0,0,0
72,4415,120,1,1,0,0,0,0,1
64,679,135,4,1,2,0,0,0,1
53,320,175,9,0,1,0,0,0,0
35,2988,179,4,2,2,0,1,0,0
58,1407,58,6,1,1,0,1,0,2
40,1270,342,9,1,1,0,0,0,0
41,654,139,7,0,1,0,1,0,0
48,5173,88,5,1,0,0,1,0,2
44,3463,210,2,1,2,0,1,1,0
39,0,731,1,1,3,0,0,0,0
61,6016,670,4,1,2,0,0,0,0
36,177,63,2,1,0,0,1,0,2
28,3694,70,4,1,2,0,0,1,0
58,1640,72,5,2,1,0,0,1,0
60,174,241,0,0,1,0,1,0,0
66,10177,272,0,2,1,0,0,0,0
36,490,207,4,2,2,0,0,0,0
49,2576,64,6,1,1,0,1,0,0
40,0,543,7,1,1,0,0,0,2
23,598,166,9,2,1,0,0,0,0
29,15459,245,4,2,2,0,0,0,0
44,271,94,1,1,0,0,1,1,2
54,2508,34,11,1,3,0,0,0,2
47,320,203,1,1,0,0,0,0,1
33,640,318,0,1,2,0,0,0,0
30,1772,158,6,1,1,0,1,0,0
27,15,177,0,2,1,0,0,1,0
49,2370,56,4,0,2,0,1,1,2
27,201,172,7,2,1,0,1,0,2
51,160,136,1,1,1,0,1,0,0
32,5,82,0,0,1,1,1,1,0
30,75,123,1,2,1,0,1,0,2
33,4902,110,0,1,1,0,1,0,0
27,-79,385,1,2,0,0,1,0,2
75,1341,415,5,0,1,0,0,0,0
37,490,73,7,0,1,0,1,0,0
36,1521,243,9,2,1,0,1,0,2
37,131,137,1,1,1,0,1,0,2
35,8,55,4,1,2,0,1,0,2
32,-632,18,7,1,1,0,1,1,0
32,116,255,0,2,1,0,0,1,0
35,189,95,0,1,0,0,1,0,0
31,2,112,1,1,0,0,1,1,0
28,4229,205,1,2,1,0,1,1,0
27,54,97,7,1,1,0,1,0,0
22,549,154,8,2,3,0,0,0,0
35,298,135,1,1,0,0,1,0,0
69,579,230,5,1,0,0,0,0,0
37,1467,349,2,2,2,0,1,1,0
45,0,38,0,2,1,0,1,0,0
47,109,268,4,1,2,0,1,0,0
52,-11,94,4,1,2,0,1,0,0
33,90,263,7,1,1,0,1,0,0
60,493,671,1,1,0,0,0,0,0
33,1897,197,4,0,1,0,1,1,2
44,2403,180,0,1,1,0,1,0,0
38,868,452,2,1,1,0,0,0,0
54,653,352,2,1,1,0,1,0,2
32,0,175,10,0,0,0,0,0,0
33,0,163,9,1,1,0,1,1,0
55,218,200,7,0,1,0,1,0,2
51,5050,75,1,1,0,0,0,1,2
48,741,227,1,1,1,0,1,0,0
37,1050,586,7,2,1,0,1,0,0
33,-56,119,7,2,1,0,0,1,0
30,1,80,1,1,0,0,1,1,1
43,-98,112,1,1,0,0,1,1,0
49,4667,130,9,1,1,0,1,0,2
54,541,237,10,1,0,0,1,0,0
31,7744,377,10,1,2,0,0,0,0
54,895,335,11,1,3,0,0,0,0
36,-129,121,10,1,1,0,1,0,0
30,0,127,0,1,1,0,0,0,0
27,158,650,9,2,1,0,0,0,2
30,122,107,0,1,1,0,1,0,2
30,673,610,1,1,1,0,1,0,2
35,0,124,9,0,1,0,0,0,0
33,411,216,7,0,1,0,1,0,2
43,-97,747,1,0,0,0,1,1,0
41,-217,313,1,1,1,0,1,0,0
41,5037,252,4,0,2,0,0,0,0
46,2232,121,0,0,1,0,0,0,0
54,-932,799,1,1,1,0,1,0,2
32,913,883,4,1,2,0,1,0,0
30,236,197,9,2,2,0,1,0,2
40,0,271,2,1,0,0,1,0,0
30,2581,221,1,1,0,0,0,0,2
27,639,243,0,1,1,0,0,1,0
41,849,72,1,1,0,0,1,0,2
54,386,155,7,1,1,0,1,0,0
32,1218,70,4,2,2,0,1,0,1
31,2603,280,4,1,2,0,1,0,0
42,-921,115,1,1,1,0,1,0,2
48,607,29,0,1,0,0,0,0,2
34,79,406,1,1,0,0,1,0,0
55,61,113,9,0,1,0,1,1,0
49,1091,47,9,1,1,0,0,0,1
46,743,36,4,0,2,0,0,0,2
47,209,135,2,1,3,0,1,0,2
24,172,67,4,2,2,0,0,0,0
58,2,684,2,1,1,0,0,0,2
32,41,686,4,2,2,0,0,0,0
25,1116,170,8,2,1,0,1,0,0
49,-55,150,1,1,1,0,0,0,2
59,5845,1060,5,0,1,0,0,0,0
30,329,122,4,2,2,0,1,0,2
46,494,724,1,1,1,0,1,0,2
42,1519,230,4,1,3,0,0,0,0
37,2685,187,2,1,2,0,0,0,2
44,-14,179,1,1,0,0,1,1,2
49,5673,357,7,1,1,0,0,1,0
41,1459,82,1,1,1,0,0,0,2
48,0,176,9,1,2,0,0,0,1
31,625,424,4,1,1,0,1,0,0
37,0,115,8,1,3,0,0,0,2
51,867,177,7,1,1,0,1,0,0
80,8304,712,5,1,1,0,0,0,1
32,151,118,4,2,2,0,1,0,2
48,-583,25,7,1,0,1,1,0,2
49,1784,753,1,1,2,0,0,0,2
30,3134,124,4,1,2,0,1,0,0
27,49,208,6,2,1,0,1,0,0
34,-346,136,9,1,1,0,0,0,0
49,1623,1081,4,1,1,0,1,0,0
48,60,376,4,1,2,0,0,0,1
40,17,78,7,1,1,0,0,0,0
38,2008,354,1,1,1,0,1,0,0
46,91,29,1,1,0,0,1,0,0
41,171,209,2,1,2,0,1,0,0
28,1027,433,4,2,2,0,1,0,0
51,5801,147,7,1,3,0,1,0,2
33,142,41,1,0,0,0,1,0,1
26,205,111,4,2,2,0,0,0,2
34,852,108,0,2,1,0,0,0,0
27,-584,411,1,1,1,1,1,0,0
42,97,108,6,1,1,0,0,0,0
45,204,224,0,1,1,0,1,0,0
31,628,1083,9,2,1,0,1,0,2
32,311,757,4,2,2,0,0,0,2
39,1564,57,1,1,0,0,0,0,2
26,856,95,1,2,1,0,1,1,0
40,1509,144,4,2,2,0,0,0,0
52,-888,135,7,1,1,0,0,0,0
40,226,176,9,2,2,0,0,0,0
48,127,524,9,1,1,0,0,1,0
31,413,65,7,1,1,0,1,0,2
27,710,653,0,1,1,0,1,1,0
47,1233,91,9,1,1,0,1,0,2
28,171,93,4,2,1,0,0,0,0
40,69,503,4,0,2,0,1,0,0
34,1499,186,0,1,1,0,1,0,0
29,751,121,6,1,2,0,1,0,2
36,61,452,4,1,2,0,0,1,0
83,425,883,5,1,0,0,0,0,1
55,2923,104,7,0,0,0,1,0,2
43,99,24,4,0,2,0,0,0,0
23,1021,79,8,2,1,0,0,0,1
44,1146,178,9,1,2,0,0,0,0
58,781,74,1,1,0,0,1,0,0
29,1448,217,0,2,1,0,0,0,0
30,604,475,4,2,2,0,0,1,0
29,-194,127,0,2,1,0,1,0,0
41,0,101,9,1,1,0,0,0,0
35,0,340,3,1,0,0,1,0,0
31,1014,158,9,2,1,0,1,0,0
27,73,242,0,2,2,0,0,0,0
47,2597,323,7,1,1,0,1,0,2
53,2627,18,6,1,2,0,1,1,2
